"resp_id","ques","segment","choice","seat.1","seat.2","seat.3","trans.1","trans.2","trans.3","convert.1","convert.2","convert.3","price.1","price.2","price.3"
35,2,"basic",2,"2","2","4","manual","auto","manual","no","yes","yes","40","30","30"
35,3,"basic",2,"4","5","2","auto","auto","auto","no","yes","no","40","30","40"
35,4,"basic",2,"2","2","4","manual","auto","manual","no","yes","no","30","35","30"
35,5,"basic",2,"2","4","5","auto","auto","manual","yes","yes","no","40","35","30"
35,6,"basic",2,"5","4","2","manual","manual","manual","yes","yes","no","40","35","35"
35,7,"basic",3,"4","5","4","auto","auto","auto","yes","yes","no","40","40","30"
35,8,"basic",3,"5","5","4","manual","manual","auto","yes","no","yes","30","40","30"
35,9,"basic",1,"4","4","4","auto","manual","manual","no","yes","no","35","40","40"
35,10,"basic",2,"5","5","2","auto","auto","auto","yes","no","no","35","30","35"
36,1,"basic",1,"4","2","4","auto","auto","manual","yes","no","yes","30","30","35"
36,2,"basic",1,"5","4","4","auto","manual","manual","yes","yes","yes","35","30","40"
36,3,"basic",3,"2","2","2","manual","manual","auto","yes","yes","yes","40","30","30"
36,4,"basic",3,"4","2","2","manual","manual","manual","no","no","yes","30","35","35"
36,5,"basic",3,"5","5","4","auto","manual","auto","yes","no","no","40","35","35"
36,6,"basic",1,"2","2","2","auto","manual","manual","no","no","no","40","30","40"
36,7,"basic",1,"5","4","4","auto","manual","auto","no","no","yes","35","35","40"
36,8,"basic",1,"5","4","4","auto","manual","auto","yes","no","no","30","40","40"
36,9,"basic",3,"5","5","5","manual","manual","manual","no","yes","no","40","30","30"
36,10,"basic",3,"5","5","5","manual","manual","auto","yes","yes","no","40","35","30"
37,1,"fun",3,"4","5","5","manual","manual","auto","no","yes","no","30","40","30"
37,2,"fun",1,"4","2","2","manual","auto","manual","yes","no","no","35","40","40"
37,3,"fun",2,"5","2","5","manual","manual","auto","no","yes","no","40","35","40"
37,4,"fun",1,"4","5","5","auto","auto","manual","yes","no","no","35","35","35"
37,5,"fun",2,"4","5","2","manual","manual","manual","yes","yes","yes","30","30","30"
37,6,"fun",2,"2","5","4","manual","auto","manual","yes","yes","yes","40","35","40"
37,7,"fun",1,"5","2","4","manual","auto","auto","yes","no","no","35","35","40"
37,8,"fun",1,"2","5","4","auto","manual","auto","yes","no","no","30","30","30"
37,9,"fun",3,"4","2","2","manual","manual","auto","no","no","yes","40","35","40"
37,10,"fun",1,"4","4","5","auto","manual","auto","yes","no","yes","30","35","40"
38,1,"basic",3,"2","2","5","manual","auto","auto","yes","yes","yes","40","30","30"
38,2,"basic",3,"5","2","4","manual","manual","manual","no","no","no","30","30","30"
38,3,"basic",3,"2","2","2","manual","auto","auto","yes","no","yes","30","40","40"
38,4,"basic",3,"2","5","4","auto","auto","manual","no","yes","no","30","40","40"
38,5,"basic",3,"5","5","5","manual","auto","auto","no","yes","no","40","35","35"
38,6,"basic",3,"5","2","2","manual","manual","auto","yes","no","no","35","40","35"
38,7,"basic",1,"4","2","5","auto","manual","auto","no","no","no","30","35","30"
38,8,"basic",2,"4","4","2","manual","auto","auto","yes","no","yes","40","40","35"
38,9,"basic",3,"4","5","4","auto","manual","auto","no","no","yes","35","35","30"
38,10,"basic",3,"2","4","5","manual","manual","auto","yes","yes","no","35","35","40"
39,1,"racer",3,"2","5","5","manual","auto","manual","yes","yes","no","30","35","40"
39,2,"racer",3,"2","2","5","manual","auto","manual","yes","yes","yes","40","40","30"
39,3,"racer",2,"4","4","5","auto","manual","auto","yes","yes","yes","40","30","40"
39,4,"racer",3,"2","2","4","auto","manual","manual","no","yes","no","40","35","30"
39,5,"racer",3,"4","5","4","auto","auto","manual","yes","yes","no","35","30","35"
39,6,"racer",1,"4","4","4","manual","manual","auto","no","yes","no","40","40","35"
39,7,"racer",1,"5","2","2","manual","auto","auto","no","no","yes","30","30","30"
39,8,"racer",3,"4","2","2","auto","manual","manual","no","no","no","30","30","35"
39,9,"racer",1,"5","5","2","manual","auto","auto","no","no","yes","35","40","35"
39,10,"racer",3,"2","4","4","auto","auto","manual","no","no","yes","35","40","35"
40,1,"basic",1,"2","2","5","manual","manual","auto","yes","yes","yes","30","40","30"
40,2,"basic",2,"4","4","2","auto","auto","auto","no","yes","no","35","30","30"
40,3,"basic",1,"2","4","5","manual","auto","manual","no","no","no","30","40","30"
40,4,"basic",2,"5","5","2","manual","auto","auto","yes","no","no","40","30","35"
40,5,"basic",1,"5","5","5","auto","manual","auto","no","no","no","40","35","35"
40,6,"basic",1,"4","2","4","manual","manual","manual","yes","no","no","40","40","35"
40,7,"basic",3,"5","4","2","manual","manual","auto","yes","no","yes","35","30","30"
40,8,"basic",3,"4","4","2","manual","auto","manual","yes","no","yes","30","30","35"
40,9,"basic",2,"5","2","5","auto","auto","manual","yes","yes","yes","35","40","30"
40,10,"basic",2,"4","4","2","manual","auto","auto","no","yes","yes","40","40","35"
41,1,"racer",3,"2","5","2","auto","auto","auto","no","yes","no","35","30","30"
41,2,"racer",1,"5","2","2","manual","manual","auto","no","yes","yes","35","40","40"
41,3,"racer",3,"5","5","2","auto","auto","manual","no","no","no","40","30","30"
41,4,"racer",3,"5","2","4","manual","auto","manual","yes","yes","yes","35","35","30"
41,5,"racer",3,"2","4","2","manual","manual","manual","no","yes","no","35","40","40"
41,6,"racer",3,"4","5","2","auto","auto","manual","yes","yes","yes","30","35","35"
41,7,"racer",3,"4","5","4","manual","auto","manual","yes","no","no","35","35","35"
41,8,"racer",2,"2","5","4","manual","manual","auto","yes","no","no","30","30","40"
41,9,"racer",1,"4","4","2","auto","auto","auto","no","yes","no","35","40","40"
41,10,"racer",2,"2","4","5","auto","auto","manual","yes","no","yes","30","30","40"
42,1,"fun",1,"5","5","2","auto","auto","manual","yes","no","no","35","30","35"
42,2,"fun",1,"5","5","2","auto","manual","auto","no","no","no","35","30","35"
42,3,"fun",3,"5","2","4","manual","manual","auto","yes","no","yes","30","40","40"
42,4,"fun",3,"5","4","2","manual","manual","auto","no","yes","yes","40","35","40"
42,5,"fun",2,"4","4","5","auto","manual","auto","no","yes","no","40","30","40"
42,6,"fun",1,"5","2","2","auto","auto","auto","yes","yes","no","30","30","40"
42,7,"fun",3,"4","2","2","manual","manual","manual","no","yes","yes","40","40","35"
42,8,"fun",3,"5","2","4","manual","auto","auto","no","no","no","35","30","30"
42,9,"fun",1,"4","4","4","auto","manual","manual","yes","no","no","30","35","30"
42,10,"fun",3,"2","4","2","manual","manual","auto","no","yes","yes","30","40","35"
43,1,"fun",2,"5","4","2","auto","auto","auto","no","no","no","35","30","35"
43,2,"fun",1,"5","2","4","auto","manual","auto","no","no","yes","30","35","30"
43,3,"fun",3,"2","2","5","manual","manual","manual","no","no","no","30","40","30"
43,4,"fun",2,"4","4","5","auto","auto","manual","yes","no","no","35","40","35"
43,5,"fun",1,"2","4","2","auto","manual","manual","no","no","yes","30","40","30"
43,6,"fun",3,"5","4","4","manual","manual","manual","no","yes","no","40","30","30"
43,7,"fun",1,"5","5","5","auto","manual","manual","yes","yes","yes","30","35","40"
43,8,"fun",3,"5","2","5","manual","manual","auto","yes","yes","yes","30","35","35"
43,9,"fun",2,"5","4","4","auto","manual","auto","yes","yes","yes","40","35","40"
43,10,"fun",2,"2","2","5","auto","manual","auto","no","yes","no","40","40","40"
44,1,"basic",3,"5","5","5","auto","manual","auto","yes","no","no","35","35","35"
44,2,"basic",3,"4","5","5","auto","auto","manual","yes","no","yes","40","40","35"
44,3,"basic",1,"4","2","2","auto","manual","manual","yes","no","no","30","40","30"
44,4,"basic",1,"5","4","2","manual","auto","auto","no","no","no","30","40","30"
44,5,"basic",3,"4","2","2","manual","auto","auto","yes","no","yes","40","40","40"
44,6,"basic",3,"4","2","4","manual","manual","auto","no","yes","yes","35","30","35"
44,7,"basic",2,"2","2","4","manual","auto","auto","yes","yes","no","35","30","35"
44,8,"basic",1,"2","5","2","auto","manual","auto","no","yes","yes","35","40","35"
44,9,"basic",3,"5","4","5","manual","manual","manual","no","yes","yes","40","30","30"
44,10,"basic",2,"4","5","5","manual","auto","auto","no","yes","yes","40","30","40"
45,1,"basic",1,"4","2","2","manual","auto","manual","no","no","no","30","35","35"
45,2,"basic",2,"5","5","2","manual","auto","manual","no","yes","no","40","40","30"
45,3,"basic",2,"5","5","2","manual","auto","manual","yes","yes","yes","35","30","40"
45,4,"basic",2,"2","5","5","manual","auto","manual","no","yes","yes","40","35","40"
45,5,"basic",1,"4","5","5","manual","auto","manual","no","no","no","40","30","30"
45,6,"basic",2,"2","4","4","auto","auto","auto","yes","no","no","30","30","40"
45,7,"basic",1,"5","2","4","auto","auto","auto","no","yes","yes","35","35","30"
45,8,"basic",3,"2","4","4","manual","auto","auto","yes","yes","yes","30","40","35"
45,9,"basic",3,"4","5","5","manual","manual","manual","yes","no","yes","30","35","30"
45,10,"basic",3,"4","2","2","manual","manual","auto","yes","yes","yes","40","35","40"
46,1,"fun",1,"4","2","4","auto","manual","auto","yes","yes","yes","40","35","35"
46,2,"fun",2,"4","2","4","manual","manual","auto","yes","no","no","30","40","35"
46,3,"fun",2,"5","2","5","manual","manual","manual","no","no","no","35","30","40"
46,4,"fun",1,"5","2","4","manual","manual","manual","yes","no","yes","40","35","35"
46,5,"fun",2,"4","2","5","auto","auto","manual","no","no","yes","40","30","35"
46,6,"fun",2,"5","2","4","auto","auto","manual","yes","yes","no","40","30","35"
46,7,"fun",3,"2","2","5","auto","auto","auto","no","yes","yes","35","40","30"
46,8,"fun",1,"5","2","2","auto","auto","manual","no","no","yes","30","40","40"
46,9,"fun",1,"2","5","2","auto","auto","manual","yes","no","yes","35","35","30"
46,10,"fun",1,"4","4","5","manual","manual","manual","no","yes","no","40","40","30"
47,1,"fun",3,"2","2","2","auto","auto","auto","yes","yes","no","40","35","30"
47,2,"fun",2,"5","4","2","auto","auto","auto","no","no","yes","35","30","30"
47,3,"fun",1,"5","4","5","auto","manual","manual","yes","no","no","40","35","40"
47,4,"fun",2,"4","5","4","manual","auto","manual","yes","yes","yes","40","30","35"
47,5,"fun",2,"2","2","2","manual","auto","auto","yes","no","no","30","35","40"
47,6,"fun",1,"2","2","4","manual","manual","auto","no","yes","yes","30","40","40"
47,7,"fun",1,"5","4","2","manual","manual","manual","no","yes","yes","35","30","35"
47,8,"fun",3,"5","4","4","manual","manual","auto","no","no","yes","30","40","35"
47,9,"fun",3,"2","4","4","manual","auto","auto","no","no","yes","35","35","30"
47,10,"fun",3,"2","4","5","manual","manual","manual","no","no","yes","40","30","35"
48,1,"basic",3,"4","2","2","manual","manual","auto","yes","yes","no","40","35","35"
48,2,"basic",1,"5","5","4","auto","auto","manual","no","yes","yes","30","40","30"
48,3,"basic",2,"2","2","4","auto","auto","manual","yes","no","no","30","30","40"
48,4,"basic",2,"2","5","5","auto","manual","auto","yes","yes","yes","40","30","35"
48,5,"basic",1,"4","4","4","manual","auto","auto","yes","no","no","35","35","40"
48,6,"basic",2,"5","4","5","manual","manual","manual","no","no","no","35","30","40"
48,7,"basic",2,"2","4","2","auto","auto","manual","no","no","yes","40","30","40"
48,8,"basic",3,"2","5","5","manual","manual","manual","no","yes","no","30","35","30"
48,9,"basic",3,"4","4","5","auto","manual","auto","yes","no","no","30","35","35"
48,10,"basic",3,"2","5","4","manual","manual","auto","yes","yes","yes","30","40","35"
49,1,"basic",2,"5","2","4","manual","auto","manual","no","yes","yes","30","35","35"
49,2,"basic",2,"5","5","4","auto","manual","auto","yes","no","yes","40","35","40"
49,3,"basic",2,"2","4","5","auto","auto","auto","no","yes","no","40","35","40"
49,4,"basic",1,"2","5","2","auto","manual","auto","no","no","yes","30","40","40"
49,5,"basic",2,"4","2","5","manual","manual","manual","no","yes","yes","40","35","40"
49,6,"basic",3,"5","4","4","auto","manual","auto","yes","yes","no","35","40","35"
49,7,"basic",3,"5","4","5","auto","manual","manual","yes","yes","yes","30","30","30"
49,8,"basic",2,"4","4","2","manual","auto","manual","no","yes","no","30","30","35"
49,9,"basic",3,"2","5","4","auto","auto","auto","yes","no","no","30","30","30"
49,10,"basic",2,"4","2","2","manual","manual","manual","no","yes","no","35","30","40"
50,1,"fun",3,"5","4","4","manual","manual","auto","yes","yes","yes","35","30","30"
50,2,"fun",3,"2","2","5","auto","manual","auto","no","no","yes","35","30","35"
50,3,"fun",3,"4","2","5","auto","auto","manual","no","no","yes","35","30","30"
50,4,"fun",1,"5","5","4","auto","manual","manual","no","yes","yes","40","40","40"
50,5,"fun",2,"4","2","2","manual","manual","manual","yes","yes","no","35","40","35"
50,6,"fun",3,"2","4","5","manual","manual","auto","yes","no","no","35","40","35"
50,7,"fun",3,"4","4","5","auto","auto","auto","no","yes","no","40","35","30"
50,8,"fun",1,"5","5","4","auto","manual","manual","yes","no","no","40","30","35"
50,9,"fun",1,"5","4","2","auto","manual","auto","yes","no","yes","30","30","30"
50,10,"fun",1,"4","2","2","auto","manual","manual","no","yes","no","30","30","40"
51,1,"fun",3,"2","4","4","auto","manual","auto","yes","no","yes","35","40","30"
51,2,"fun",3,"2","4","2","manual","auto","auto","no","no","yes","35","30","30"
51,3,"fun",2,"2","5","5","manual","manual","manual","no","yes","no","40","40","40"
51,4,"fun",3,"4","5","4","manual","manual","manual","no","yes","yes","30","30","35"
51,5,"fun",3,"4","2","4","manual","auto","auto","no","no","no","35","40","40"
51,6,"fun",1,"5","2","5","auto","auto","manual","yes","yes","no","35","40","35"
51,7,"fun",1,"4","2","5","auto","manual","manual","yes","no","no","35","30","30"
51,8,"fun",2,"2","2","4","auto","auto","manual","no","no","yes","30","35","30"
51,9,"fun",3,"2","4","2","manual","auto","manual","yes","yes","yes","40","40","30"
51,10,"fun",3,"5","4","5","auto","auto","manual","no","no","yes","35","35","35"
52,1,"basic",2,"5","5","2","manual","auto","manual","yes","no","no","40","40","30"
52,2,"basic",2,"2","2","5","manual","auto","manual","no","yes","no","40","30","30"
52,3,"basic",1,"5","4","4","auto","manual","manual","no","yes","no","30","40","40"
52,4,"basic",1,"5","4","2","auto","manual","manual","yes","yes","yes","40","35","35"
52,5,"basic",2,"4","4","4","auto","auto","manual","yes","no","yes","35","40","30"
52,6,"basic",1,"4","4","5","auto","manual","manual","yes","no","no","40","30","35"
52,7,"basic",2,"2","2","5","manual","auto","auto","no","no","yes","35","35","30"
52,8,"basic",3,"2","2","4","manual","auto","auto","yes","yes","yes","30","35","30"
52,9,"basic",3,"5","2","5","manual","auto","auto","yes","yes","yes","30","40","35"
52,10,"basic",3,"4","4","4","manual","auto","auto","no","no","no","35","35","30"
53,1,"fun",1,"2","2","5","manual","manual","auto","no","no","no","35","30","40"
53,2,"fun",3,"5","5","4","auto","auto","auto","yes","no","yes","30","30","35"
53,3,"fun",1,"2","4","2","auto","manual","manual","yes","no","yes","40","30","30"
53,4,"fun",1,"4","4","5","auto","manual","auto","yes","yes","no","30","30","35"
53,5,"fun",1,"4","4","2","manual","manual","auto","no","yes","no","40","35","40"
53,6,"fun",1,"2","5","5","auto","manual","auto","no","no","yes","30","35","35"
53,7,"fun",3,"2","5","4","manual","manual","auto","no","yes","yes","40","40","40"
53,8,"fun",2,"4","5","4","auto","manual","manual","no","yes","no","35","35","35"
53,9,"fun",2,"2","2","2","manual","auto","auto","yes","yes","yes","35","30","35"
53,10,"fun",3,"4","2","5","manual","manual","auto","yes","yes","yes","40","40","40"
54,1,"racer",2,"4","4","4","auto","manual","manual","yes","no","yes","40","35","35"
54,2,"racer",3,"2","5","4","auto","auto","auto","no","no","no","40","40","40"
54,3,"racer",3,"5","5","5","auto","auto","manual","yes","yes","no","35","30","40"
54,4,"racer",3,"4","2","2","manual","auto","manual","yes","yes","no","40","40","30"
54,5,"racer",3,"4","4","4","manual","auto","manual","no","yes","no","40","35","30"
54,6,"racer",1,"2","5","4","manual","auto","manual","no","yes","yes","40","40","30"
54,7,"racer",1,"4","5","2","auto","manual","manual","yes","yes","yes","30","40","30"
54,8,"racer",2,"5","5","2","manual","manual","auto","yes","no","no","35","30","30"
54,9,"racer",1,"2","4","5","auto","auto","auto","no","no","no","35","35","35"
54,10,"racer",3,"2","2","5","auto","manual","auto","yes","yes","no","35","40","30"
55,1,"basic",2,"2","2","4","auto","auto","manual","no","yes","yes","40","40","40"
55,2,"basic",1,"5","5","4","manual","manual","auto","yes","yes","no","30","40","30"
55,3,"basic",1,"5","4","5","auto","auto","manual","yes","yes","no","30","35","40"
55,4,"basic",2,"5","5","4","manual","auto","manual","yes","yes","yes","35","40","35"
55,5,"basic",3,"2","2","5","manual","manual","manual","yes","yes","no","40","35","30"
55,6,"basic",3,"4","4","4","auto","manual","auto","yes","yes","no","30","30","35"
55,7,"basic",3,"4","5","2","manual","manual","manual","no","no","yes","35","35","30"
55,8,"basic",1,"4","5","2","auto","auto","manual","yes","no","no","40","40","35"
55,9,"basic",2,"4","2","5","manual","auto","auto","no","no","yes","30","30","35"
55,10,"basic",2,"2","2","4","auto","auto","manual","yes","yes","no","35","30","40"
56,1,"basic",1,"2","4","5","auto","auto","auto","no","no","yes","30","30","40"
56,2,"basic",1,"2","2","4","auto","manual","auto","yes","yes","yes","40","30","35"
56,3,"basic",2,"4","5","5","manual","manual","manual","yes","yes","no","35","30","30"
56,4,"basic",2,"2","2","4","manual","auto","manual","no","no","no","40","40","35"
56,5,"basic",1,"5","2","4","auto","manual","auto","no","yes","yes","30","40","30"
56,6,"basic",3,"4","4","2","manual","manual","manual","yes","no","yes","30","30","35"
56,7,"basic",3,"4","2","2","auto","auto","auto","yes","no","yes","40","35","35"
56,8,"basic",2,"5","2","4","auto","auto","manual","no","yes","no","35","30","40"
56,9,"basic",2,"4","2","4","auto","manual","manual","no","no","yes","35","30","40"
56,10,"basic",3,"5","4","5","manual","auto","auto","no","no","no","40","40","40"
57,1,"basic",2,"5","4","4","auto","manual","manual","yes","no","yes","35","30","40"
57,2,"basic",3,"5","5","5","auto","manual","auto","yes","no","yes","40","35","30"
57,3,"basic",2,"2","5","4","auto","auto","manual","yes","no","yes","35","35","30"
57,4,"basic",2,"2","5","2","manual","manual","manual","yes","yes","yes","40","35","30"
57,5,"basic",3,"4","2","4","manual","manual","auto","no","no","no","40","40","35"
57,6,"basic",2,"2","5","4","auto","manual","auto","no","yes","yes","40","30","40"
57,7,"basic",2,"5","5","5","manual","auto","manual","yes","no","no","40","40","30"
57,8,"basic",3,"2","2","5","manual","auto","auto","yes","no","no","35","35","30"
57,9,"basic",3,"4","2","2","manual","auto","auto","yes","yes","no","35","40","30"
57,10,"basic",2,"2","5","4","manual","manual","auto","no","no","no","35","40","40"
58,1,"fun",1,"4","2","4","auto","auto","auto","yes","no","no","40","40","40"
58,2,"fun",1,"5","4","5","auto","manual","auto","yes","yes","yes","35","35","40"
58,3,"fun",3,"2","5","4","auto","manual","auto","yes","no","yes","40","40","35"
58,4,"fun",2,"2","5","4","manual","manual","manual","yes","no","no","40","35","35"
58,5,"fun",3,"5","2","4","auto","manual","manual","no","no","yes","40","40","30"
58,6,"fun",1,"4","2","4","auto","manual","auto","no","yes","no","30","30","35"
58,7,"fun",3,"4","2","5","manual","manual","auto","yes","no","yes","40","30","30"
58,8,"fun",3,"2","4","2","manual","manual","auto","no","no","yes","35","30","30"
58,9,"fun",1,"5","2","2","manual","auto","manual","yes","yes","yes","35","35","35"
58,10,"fun",2,"2","5","2","auto","auto","auto","no","no","no","35","35","30"
59,1,"basic",1,"4","2","2","manual","auto","manual","no","no","yes","30","40","40"
59,2,"basic",3,"2","4","2","manual","manual","auto","no","yes","yes","35","30","35"
59,3,"basic",1,"5","4","5","manual","auto","manual","yes","no","no","30","40","30"
59,4,"basic",3,"4","4","2","manual","manual","manual","no","no","no","35","40","30"
59,5,"basic",3,"4","4","5","manual","auto","auto","yes","yes","yes","40","35","40"
59,6,"basic",3,"4","2","2","manual","manual","auto","yes","no","no","35","40","30"
59,7,"basic",2,"5","4","5","auto","auto","manual","no","yes","no","35","30","35"
59,8,"basic",1,"5","2","2","auto","manual","manual","yes","yes","yes","30","35","30"
59,9,"basic",2,"2","4","5","auto","auto","manual","no","no","no","35","30","40"
59,10,"basic",3,"4","5","5","auto","manual","auto","yes","yes","no","40","35","30"
60,1,"racer",3,"4","2","4","auto","auto","manual","yes","no","no","30","30","30"
60,2,"racer",3,"4","2","5","manual","auto","manual","yes","no","no","35","40","40"
60,3,"racer",3,"5","5","5","manual","auto","manual","yes","no","no","30","35","30"
60,4,"racer",3,"4","2","2","manual","manual","manual","no","yes","no","40","35","30"
60,5,"racer",1,"4","4","2","auto","auto","auto","no","no","yes","40","30","40"
60,6,"racer",1,"2","2","4","auto","auto","manual","yes","no","no","30","35","35"
60,7,"racer",2,"4","2","5","auto","manual","manual","yes","no","no","40","40","35"
60,8,"racer",1,"2","4","4","manual","auto","manual","no","no","yes","35","35","30"
60,9,"racer",3,"4","2","2","auto","auto","manual","yes","yes","yes","35","35","40"
60,10,"racer",1,"5","5","4","auto","auto","manual","no","yes","yes","30","30","40"
61,1,"basic",2,"5","5","4","manual","auto","auto","yes","yes","no","40","35","35"
61,2,"basic",2,"4","5","4","manual","auto","manual","no","no","yes","35","35","30"
61,3,"basic",1,"4","2","4","auto","manual","manual","yes","no","no","30","35","40"
61,4,"basic",1,"2","2","4","manual","auto","auto","yes","no","no","30","35","40"
61,5,"basic",3,"5","2","2","auto","manual","auto","yes","yes","yes","40","35","40"
61,6,"basic",3,"4","5","4","manual","manual","manual","yes","no","no","40","35","30"
61,7,"basic",1,"5","5","2","auto","manual","auto","yes","no","no","30","30","30"
61,8,"basic",1,"2","5","5","manual","manual","manual","no","yes","no","40","35","40"
61,9,"basic",3,"4","2","5","manual","auto","auto","yes","no","no","35","40","40"
61,10,"basic",2,"2","2","2","manual","auto","manual","yes","yes","no","40","35","30"
62,1,"racer",2,"5","5","4","manual","manual","auto","yes","no","no","40","40","30"
62,2,"racer",3,"5","4","4","manual","auto","manual","yes","yes","yes","30","35","40"
62,3,"racer",1,"4","5","2","manual","auto","manual","yes","no","yes","35","35","30"
62,4,"racer",2,"4","5","2","manual","auto","auto","no","no","yes","35","30","40"
62,5,"racer",2,"4","2","2","manual","manual","manual","yes","no","no","30","30","40"
62,6,"racer",1,"2","5","4","auto","auto","manual","no","no","no","35","40","40"
62,7,"racer",3,"2","5","4","auto","auto","manual","yes","yes","no","35","40","30"
62,8,"racer",3,"4","4","2","auto","auto","manual","no","yes","yes","35","30","35"
62,9,"racer",1,"5","4","2","manual","auto","auto","no","no","yes","30","40","30"
62,10,"racer",3,"5","2","2","auto","auto","manual","yes","no","no","35","30","35"
63,1,"racer",1,"5","4","2","manual","manual","auto","no","yes","no","35","40","35"
63,2,"racer",2,"2","2","2","auto","auto","auto","yes","no","yes","30","40","35"
63,3,"racer",3,"5","4","5","auto","manual","manual","yes","no","yes","40","35","40"
63,4,"racer",2,"4","5","5","auto","auto","auto","yes","no","yes","30","40","35"
63,5,"racer",1,"2","4","2","manual","manual","manual","no","yes","yes","30","35","40"
63,6,"racer",3,"4","5","2","manual","manual","manual","no","yes","no","30","30","35"
63,7,"racer",2,"4","5","4","auto","auto","auto","no","yes","no","40","30","30"
63,8,"racer",3,"2","4","5","manual","manual","auto","yes","no","no","30","40","35"
63,9,"racer",3,"2","4","5","auto","auto","auto","yes","yes","no","40","40","30"
63,10,"racer",1,"4","5","4","auto","manual","auto","no","yes","yes","35","35","35"
64,1,"racer",1,"2","5","4","manual","auto","auto","no","yes","yes","35","30","35"
64,2,"racer",1,"4","2","5","manual","auto","auto","no","no","yes","30","30","35"
64,3,"racer",2,"2","5","4","auto","manual","manual","no","no","yes","35","35","30"
64,4,"racer",1,"5","5","2","manual","auto","auto","yes","no","no","30","40","40"
64,5,"racer",2,"2","5","2","auto","auto","auto","yes","no","yes","30","35","35"
64,6,"racer",3,"5","5","4","auto","manual","manual","yes","no","no","40","40","35"
64,7,"racer",3,"2","5","4","manual","auto","manual","yes","no","no","30","30","40"
64,8,"racer",3,"2","4","2","manual","manual","manual","yes","yes","no","35","40","30"
64,9,"racer",2,"2","4","2","manual","manual","auto","no","yes","yes","40","35","40"
64,10,"racer",2,"4","4","4","auto","auto","auto","yes","no","no","40","35","40"
65,1,"fun",2,"5","4","5","manual","auto","manual","yes","no","no","35","30","35"
65,2,"fun",2,"2","4","2","auto","auto","manual","yes","yes","no","40","40","30"
65,3,"fun",2,"4","4","4","manual","auto","manual","yes","yes","yes","35","30","30"
65,4,"fun",3,"2","5","2","auto","manual","auto","no","no","yes","30","40","30"
65,5,"fun",2,"2","5","2","manual","auto","manual","yes","yes","no","40","35","40"
65,6,"fun",2,"5","5","2","manual","auto","manual","no","no","yes","30","30","30"
65,7,"fun",1,"4","5","4","auto","manual","manual","yes","yes","yes","35","30","40"
65,8,"fun",3,"5","2","5","manual","manual","auto","yes","yes","yes","40","35","40"
65,9,"fun",2,"4","5","4","manual","auto","auto","no","no","no","35","35","40"
65,10,"fun",1,"4","5","2","auto","auto","auto","no","no","no","35","40","35"
66,1,"basic",1,"5","4","5","manual","manual","auto","no","yes","no","35","35","40"
66,2,"basic",3,"2","4","2","manual","auto","auto","no","no","yes","40","30","40"
66,3,"basic",2,"5","5","2","auto","auto","manual","yes","yes","yes","35","30","35"
66,4,"basic",3,"2","4","2","manual","manual","manual","yes","no","yes","40","40","30"
66,5,"basic",3,"4","4","5","auto","manual","manual","no","no","yes","35","35","30"
66,6,"basic",2,"4","2","4","manual","auto","auto","no","no","no","30","30","40"
66,7,"basic",1,"2","5","4","auto","manual","manual","yes","no","yes","30","40","30"
66,8,"basic",1,"2","5","4","auto","auto","auto","yes","yes","yes","35","40","35"
66,9,"basic",3,"5","5","2","auto","manual","manual","no","yes","no","35","35","35"
66,10,"basic",3,"5","2","5","manual","manual","auto","yes","no","no","40","30","30"
67,1,"fun",2,"2","4","2","manual","manual","manual","yes","yes","yes","35","30","30"
67,2,"fun",2,"2","2","4","manual","auto","manual","no","yes","yes","35","35","40"
67,3,"fun",3,"5","4","2","manual","auto","auto","yes","no","yes","40","30","30"
67,4,"fun",3,"5","4","5","manual","manual","auto","no","no","yes","35","30","30"
67,5,"fun",1,"5","4","2","auto","auto","manual","no","no","no","35","40","40"
67,6,"fun",2,"4","4","5","manual","auto","manual","no","yes","no","40","35","40"
67,7,"fun",2,"4","5","5","auto","auto","auto","no","yes","no","35","40","30"
67,8,"fun",1,"5","2","4","manual","manual","manual","yes","yes","yes","30","40","35"
67,9,"fun",1,"2","2","5","auto","auto","manual","no","yes","yes","35","40","35"
67,10,"fun",3,"2","4","4","manual","manual","auto","no","no","yes","30","35","30"
68,1,"racer",3,"2","2","5","auto","manual","manual","no","yes","no","30","30","30"
68,2,"racer",2,"2","5","2","auto","manual","manual","yes","yes","yes","35","40","35"
68,3,"racer",2,"2","4","2","auto","auto","auto","no","no","no","40","30","35"
68,4,"racer",2,"5","2","2","auto","manual","manual","yes","no","yes","30","30","40"
68,5,"racer",2,"5","4","2","auto","manual","auto","yes","yes","yes","40","35","40"
68,6,"racer",1,"4","4","4","auto","manual","auto","yes","no","no","30","30","35"
68,7,"racer",2,"5","5","4","auto","auto","auto","yes","no","yes","35","40","35"
68,8,"racer",1,"5","4","4","manual","manual","auto","no","yes","no","35","40","40"
68,9,"racer",2,"4","5","4","auto","manual","manual","yes","no","no","40","40","35"
68,10,"racer",3,"5","2","5","auto","manual","manual","no","no","yes","35","40","30"
69,1,"racer",3,"2","4","2","auto","manual","manual","yes","yes","yes","40","40","40"
69,2,"racer",1,"5","4","5","auto","auto","manual","no","no","yes","30","40","35"
69,3,"racer",2,"4","5","4","manual","manual","auto","no","no","no","35","35","30"
69,4,"racer",3,"5","5","5","auto","auto","auto","yes","no","no","35","40","35"
